MiniDOT Logger Concatenated Data File
Sensor:             7392-936968
Concatenation Date: 2023Feb10 09:54:53 EST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 342.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1675972740,           2023-02-09 19:59:00,           2023-02-09 14:59:00,      3.120000,     15.948000,         10.650000,                   112.341424,      0.976000
                1675973340,           2023-02-09 20:09:00,           2023-02-09 15:09:00,      3.120000,     15.141000,         10.296000,                   106.744708,      0.980000
                1675973940,           2023-02-09 20:19:00,           2023-02-09 15:19:00,      3.120000,     15.227000,         10.033000,                   104.211130,      0.982000
                1675974540,           2023-02-09 20:29:00,           2023-02-09 15:29:00,      3.120000,     15.425000,          9.864000,                   102.893127,      0.983000
                1675975140,           2023-02-09 20:39:00,           2023-02-09 15:39:00,      3.120000,     15.605000,          9.772000,                   102.327702,      0.985000
                1675975740,           2023-02-09 20:49:00,           2023-02-09 15:49:00,      3.120000,     15.785000,          9.688000,                   101.839270,      0.985000
                1675976340,           2023-02-09 20:59:00,           2023-02-09 15:59:00,      3.120000,     15.922000,          9.629000,                   101.515195,      0.984000
                1675976940,           2023-02-09 21:09:00,           2023-02-09 16:09:00,      3.120000,     16.118000,          9.576000,                   101.378076,      0.985000
                1675977540,           2023-02-09 21:19:00,           2023-02-09 16:19:00,      3.120000,     16.238000,          9.547000,                   101.328611,      0.985000
                1675978140,           2023-02-09 21:29:00,           2023-02-09 16:29:00,      3.120000,     16.374000,          9.508000,                   101.205541,      0.985000
                1675978740,           2023-02-09 21:39:00,           2023-02-09 16:39:00,      3.110000,     16.502000,          9.458000,                   100.945802,      0.984000
                1675979340,           2023-02-09 21:49:00,           2023-02-09 16:49:00,      3.120000,     16.638000,          9.417000,                   100.796624,      0.983000
                1675979940,           2023-02-09 21:59:00,           2023-02-09 16:59:00,      3.120000,     16.724000,          9.410000,                   100.904034,      0.984000
                1675980540,           2023-02-09 22:09:00,           2023-02-09 17:09:00,      3.120000,     16.885000,          9.370000,                   100.815195,      0.984000
                1675981140,           2023-02-09 22:19:00,           2023-02-09 17:19:00,      3.120000,     16.978000,          9.337000,                   100.655999,      0.983000
                1675981740,           2023-02-09 22:29:00,           2023-02-09 17:29:00,      3.120000,     17.089000,          9.335000,                   100.868266,      0.985000
                1675982340,           2023-02-09 22:39:00,           2023-02-09 17:39:00,      3.120000,     17.174000,          9.312000,                   100.798434,      0.985000
                1675982940,           2023-02-09 22:49:00,           2023-02-09 17:49:00,      3.120000,     17.267000,          9.279000,                   100.636117,      0.983000
                1675983540,           2023-02-09 22:59:00,           2023-02-09 17:59:00,      3.120000,     17.343000,          9.271000,                   100.708541,      0.984000
                1675984140,           2023-02-09 23:09:00,           2023-02-09 18:09:00,      3.110000,     17.453000,          9.242000,                   100.623299,      0.984000
                1675984740,           2023-02-09 23:19:00,           2023-02-09 18:19:00,      3.120000,     17.529000,          9.243000,                   100.793024,      0.985000
                1675985340,           2023-02-09 23:29:00,           2023-02-09 18:29:00,      3.120000,     17.623000,          9.217000,                   100.705475,      0.984000
                1675985940,           2023-02-09 23:39:00,           2023-02-09 18:39:00,      3.120000,     17.690000,          9.203000,                   100.692031,      0.984000
                1675986540,           2023-02-09 23:49:00,           2023-02-09 18:49:00,      3.110000,     17.766000,          9.171000,                   100.499674,      0.983000
                1675987140,           2023-02-09 23:59:00,           2023-02-09 18:59:00,      3.120000,     17.834000,          9.171000,                   100.640873,      0.985000
                1675987740,           2023-02-10 00:09:00,           2023-02-09 19:09:00,      3.110000,     17.927000,          9.148000,                   100.581168,      0.985000
                1675988340,           2023-02-10 00:19:00,           2023-02-09 19:19:00,      3.110000,     17.969000,          9.128000,                   100.448128,      0.984000
                1675988940,           2023-02-10 00:29:00,           2023-02-09 19:29:00,      3.120000,     18.062000,          9.106000,                   100.397952,      0.983000
                1675989540,           2023-02-10 00:39:00,           2023-02-09 19:39:00,      3.120000,     18.104000,          9.108000,                   100.506720,      0.985000
                1675990140,           2023-02-10 00:49:00,           2023-02-09 19:49:00,      3.120000,     18.155000,          9.101000,                   100.534716,      0.984000
                1675990740,           2023-02-10 00:59:00,           2023-02-09 19:59:00,      3.110000,     18.205000,          9.107000,                   100.704262,      0.986000
                1675991340,           2023-02-10 01:09:00,           2023-02-09 20:09:00,      3.110000,     18.239000,          9.071000,                   100.376134,      0.984000
                1675991940,           2023-02-10 01:19:00,           2023-02-09 20:19:00,      3.120000,     18.298000,          9.050000,                   100.264895,      0.984000
                1675992540,           2023-02-10 01:29:00,           2023-02-09 20:29:00,      3.120000,     18.366000,          9.061000,                   100.526589,      0.985000
