"Plot Title: M-22"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21098310, SEN S/N: 21098310)","End Of File (LGR S/N: 21098310)"
1,02/28/23 09:57:48 AM,,Logged
