MiniDOT Logger Concatenated Data File
Sensor:             7450-088169
Concatenation Date: 2023Feb10 16:43:33 EST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 342.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1676036880,           2023-02-10 13:48:00,           2023-02-10 08:48:00,      3.510000,     20.500000,          9.102000,                   105.410065,      0.996000
                1676037480,           2023-02-10 13:58:00,           2023-02-10 08:58:00,      3.510000,     19.721000,          8.675000,                    98.919773,      0.997000
                1676038080,           2023-02-10 14:08:00,           2023-02-10 09:08:00,      3.510000,     19.653000,          8.445000,                    96.166043,      0.996000
                1676038680,           2023-02-10 14:18:00,           2023-02-10 09:18:00,      3.510000,     19.611000,          8.330000,                    94.776664,      0.996000
                1676039280,           2023-02-10 14:28:00,           2023-02-10 09:28:00,      3.510000,     19.570000,          8.282000,                    94.153060,      0.996000
                1676039880,           2023-02-10 14:38:00,           2023-02-10 09:38:00,      3.510000,     19.578000,          8.247000,                    93.770218,      0.996000
                1676040480,           2023-02-10 14:48:00,           2023-02-10 09:48:00,      3.510000,     19.511000,          8.252000,                    93.700952,      0.997000
                1676041080,           2023-02-10 14:58:00,           2023-02-10 09:58:00,      3.510000,     19.544000,          8.223000,                    93.433553,      0.996000
                1676041680,           2023-02-10 15:08:00,           2023-02-10 10:08:00,      3.510000,     19.502000,          8.229000,                    93.422897,      0.996000
                1676042280,           2023-02-10 15:18:00,           2023-02-10 10:18:00,      3.510000,     19.452000,          8.239000,                    93.442483,      0.996000
                1676042880,           2023-02-10 15:28:00,           2023-02-10 10:28:00,      3.510000,     19.469000,          8.231000,                    93.383658,      0.996000
                1676043480,           2023-02-10 15:38:00,           2023-02-10 10:38:00,      3.510000,     19.402000,          8.247000,                    93.439201,      0.996000
                1676044080,           2023-02-10 15:48:00,           2023-02-10 10:48:00,      3.510000,     19.393000,          8.252000,                    93.478921,      0.997000
                1676044680,           2023-02-10 15:58:00,           2023-02-10 10:58:00,      3.510000,     19.410000,          8.237000,                    93.340923,      0.996000
                1676045280,           2023-02-10 16:08:00,           2023-02-10 11:08:00,      3.510000,     19.377000,          8.243000,                    93.346904,      0.996000
                1676045880,           2023-02-10 16:18:00,           2023-02-10 11:18:00,      3.510000,     19.326000,          8.265000,                    93.499968,      0.997000
                1676046480,           2023-02-10 16:28:00,           2023-02-10 11:28:00,      3.510000,     19.351000,          8.252000,                    93.399920,      0.997000
                1676047080,           2023-02-10 16:38:00,           2023-02-10 11:38:00,      3.510000,     19.368000,          8.242000,                    93.318672,      0.996000
                1676047680,           2023-02-10 16:48:00,           2023-02-10 11:48:00,      3.510000,     19.318000,          8.256000,                    93.383102,      0.996000
                1676048280,           2023-02-10 16:58:00,           2023-02-10 11:58:00,      3.510000,     19.293000,          8.266000,                    93.449120,      0.997000
                1676048880,           2023-02-10 17:08:00,           2023-02-10 12:08:00,      3.510000,     19.318000,          8.249000,                    93.303925,      0.996000
                1676049480,           2023-02-10 17:18:00,           2023-02-10 12:18:00,      3.510000,     19.293000,          8.252000,                    93.290847,      0.996000
                1676050080,           2023-02-10 17:28:00,           2023-02-10 12:28:00,      3.510000,     19.276000,          8.260000,                    93.349293,      0.997000
                1676050680,           2023-02-10 17:38:00,           2023-02-10 12:38:00,      3.510000,     19.284000,          8.256000,                    93.319137,      0.996000
                1676051280,           2023-02-10 17:48:00,           2023-02-10 12:48:00,      3.510000,     19.242000,          8.257000,                    93.251428,      0.996000
                1676051880,           2023-02-10 17:58:00,           2023-02-10 12:58:00,      3.510000,     19.301000,          8.245000,                    93.226740,      0.996000
                1676052480,           2023-02-10 18:08:00,           2023-02-10 13:08:00,      3.510000,     19.284000,          8.250000,                    93.251318,      0.996000
                1676053080,           2023-02-10 18:18:00,           2023-02-10 13:18:00,      3.510000,     19.276000,          8.245000,                    93.179772,      0.996000
                1676053680,           2023-02-10 18:28:00,           2023-02-10 13:28:00,      3.510000,     19.242000,          8.260000,                    93.285309,      0.996000
                1676054280,           2023-02-10 18:38:00,           2023-02-10 13:38:00,      3.510000,     19.259000,          8.262000,                    93.339895,      0.996000
                1676054880,           2023-02-10 18:48:00,           2023-02-10 13:48:00,      3.510000,     19.259000,          8.248000,                    93.181730,      0.996000
                1676055480,           2023-02-10 18:58:00,           2023-02-10 13:58:00,      3.510000,     19.225000,          8.259000,                    93.242030,      0.996000
                1676056080,           2023-02-10 19:08:00,           2023-02-10 14:08:00,      3.510000,     19.234000,          8.258000,                    93.247671,      0.996000
                1676056680,           2023-02-10 19:18:00,           2023-02-10 14:18:00,      3.510000,     19.267000,          8.241000,                    93.117668,      0.995000
                1676057280,           2023-02-10 19:28:00,           2023-02-10 14:28:00,      3.510000,     19.234000,          8.254000,                    93.202504,      0.996000
                1676057880,           2023-02-10 19:38:00,           2023-02-10 14:38:00,      3.510000,     19.209000,          8.258000,                    93.200643,      0.996000
                1676058480,           2023-02-10 19:48:00,           2023-02-10 14:48:00,      3.510000,     19.267000,          8.240000,                    93.106369,      0.996000
                1676059080,           2023-02-10 19:58:00,           2023-02-10 14:58:00,      3.510000,     19.225000,          8.232000,                    92.937207,      0.996000
                1676059680,           2023-02-10 20:08:00,           2023-02-10 15:08:00,      3.510000,     18.704000,          8.312000,                    92.854980,      0.994000
                1676060280,           2023-02-10 20:18:00,           2023-02-10 15:18:00,      3.510000,     18.864000,          8.354000,                    93.628086,      0.993000
                1676060880,           2023-02-10 20:28:00,           2023-02-10 15:28:00,      3.510000,     19.091000,          8.344000,                    93.947029,      0.994000
                1676061480,           2023-02-10 20:38:00,           2023-02-10 15:38:00,      3.510000,     19.267000,          8.348000,                    94.326695,      0.993000
