MiniDOT Logger Concatenated Data File
Sensor:             7450-542721
Concatenation Date: 2023Feb10 09:40:43 EST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 342.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1661290140,           2022-08-23 21:29:00,           2022-08-23 17:29:00,      3.480000,     25.863000,          7.869000,                   100.909402,      0.916000
                1661290740,           2022-08-23 21:39:00,           2022-08-23 17:39:00,      3.470000,     26.244000,          5.635000,                    72.765332,      0.914000
                1661291340,           2022-08-23 21:49:00,           2022-08-23 17:49:00,      3.480000,     24.709000,          5.638000,                    70.778020,      0.916000
                1661291940,           2022-08-23 21:59:00,           2022-08-23 17:59:00,      3.480000,     24.651000,          5.597000,                    70.187601,      0.916000
                1661292540,           2022-08-23 22:09:00,           2022-08-23 18:09:00,      3.480000,     24.625000,          5.579000,                    69.928051,      0.916000
                1661293140,           2022-08-23 22:19:00,           2022-08-23 18:19:00,      3.480000,     24.659000,          5.541000,                    69.495686,      0.916000
                1661293740,           2022-08-23 22:29:00,           2022-08-23 18:29:00,      3.480000,     24.575000,          5.566000,                    69.700221,      0.915000
                1661294340,           2022-08-23 22:39:00,           2022-08-23 18:39:00,      3.480000,     24.659000,          5.798000,                    72.719002,      0.916000
                1661294940,           2022-08-23 22:49:00,           2022-08-23 18:49:00,      3.480000,     24.642000,          5.821000,                    72.984392,      0.916000
                1661295540,           2022-08-23 22:59:00,           2022-08-23 18:59:00,      3.480000,     24.634000,          5.903000,                    74.001506,      0.916000
                1661296140,           2022-08-23 23:09:00,           2022-08-23 19:09:00,      3.480000,     24.667000,          5.795000,                    72.692188,      0.916000
                1661296740,           2022-08-23 23:19:00,           2022-08-23 19:19:00,      3.480000,     24.642000,          5.738000,                    71.943728,      0.916000
                1661297340,           2022-08-23 23:29:00,           2022-08-23 19:29:00,      3.480000,     24.609000,          5.713000,                    71.586314,      0.916000
                1661297940,           2022-08-23 23:39:00,           2022-08-23 19:39:00,      3.480000,     24.659000,          5.899000,                    73.985752,      0.916000
                1661298540,           2022-08-23 23:49:00,           2022-08-23 19:49:00,      3.480000,     24.667000,          6.030000,                    75.640016,      0.916000
