MiniDOT Logger Concatenated Data File
Sensor:             7450-008204
Concatenation Date: 2023Feb10 16:11:48 EST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1676037900,           2023-02-10 14:05:00,           2023-02-10 09:05:00,      3.520000,     20.237000,          9.208000,                   101.752313,      0.903000
                1676038500,           2023-02-10 14:15:00,           2023-02-10 09:15:00,      3.520000,     19.667000,          8.641000,                    94.410550,      0.903000
                1676039100,           2023-02-10 14:25:00,           2023-02-10 09:25:00,      3.520000,     19.667000,          8.371000,                    91.460562,      0.902000
                1676039700,           2023-02-10 14:35:00,           2023-02-10 09:35:00,      3.520000,     19.609000,          8.267000,                    90.219635,      0.903000
                1676040300,           2023-02-10 14:45:00,           2023-02-10 09:45:00,      3.520000,     19.550000,          8.210000,                    89.491899,      0.902000
                1676040900,           2023-02-10 14:55:00,           2023-02-10 09:55:00,      3.520000,     19.575000,          8.174000,                    89.144067,      0.902000
                1676041500,           2023-02-10 15:05:00,           2023-02-10 10:05:00,      3.520000,     19.449000,          8.186000,                    89.049964,      0.902000
                1676042100,           2023-02-10 15:15:00,           2023-02-10 10:15:00,      3.520000,     19.550000,          8.147000,                    88.805177,      0.902000
                1676042700,           2023-02-10 15:25:00,           2023-02-10 10:25:00,      3.520000,     19.517000,          8.152000,                    88.800997,      0.903000
                1676043300,           2023-02-10 15:35:00,           2023-02-10 10:35:00,      3.520000,     19.408000,          8.174000,                    88.846350,      0.902000
                1676043900,           2023-02-10 15:45:00,           2023-02-10 10:45:00,      3.520000,     19.374000,          8.180000,                    88.850933,      0.903000
                1676044500,           2023-02-10 15:55:00,           2023-02-10 10:55:00,      3.520000,     19.399000,          8.174000,                    88.830311,      0.903000
                1676045100,           2023-02-10 16:05:00,           2023-02-10 11:05:00,      3.520000,     19.391000,          8.167000,                    88.739995,      0.902000
                1676045700,           2023-02-10 16:15:00,           2023-02-10 11:15:00,      3.520000,     19.349000,          8.180000,                    88.806355,      0.902000
                1676046300,           2023-02-10 16:25:00,           2023-02-10 11:25:00,      3.520000,     19.382000,          8.167000,                    88.723971,      0.902000
                1676046900,           2023-02-10 16:35:00,           2023-02-10 11:35:00,      3.520000,     19.307000,          8.191000,                    88.850794,      0.903000
                1676047500,           2023-02-10 16:45:00,           2023-02-10 11:45:00,      3.520000,     19.290000,          8.192000,                    88.831292,      0.903000
                1676048100,           2023-02-10 16:55:00,           2023-02-10 11:55:00,      3.520000,     19.366000,          8.172000,                    88.749786,      0.903000
                1676048700,           2023-02-10 17:05:00,           2023-02-10 12:05:00,      3.520000,     19.340000,          8.174000,                    88.725180,      0.903000
                1676049300,           2023-02-10 17:15:00,           2023-02-10 12:15:00,      3.520000,     19.315000,          8.176000,                    88.702339,      0.902000
                1676049900,           2023-02-10 17:25:00,           2023-02-10 12:25:00,      3.520000,     19.290000,          8.182000,                    88.722855,      0.902000
                1676050500,           2023-02-10 17:35:00,           2023-02-10 12:35:00,      3.520000,     19.273000,          8.191000,                    88.790104,      0.903000
                1676051100,           2023-02-10 17:45:00,           2023-02-10 12:45:00,      3.520000,     19.273000,          8.183000,                    88.703384,      0.903000
                1676051700,           2023-02-10 17:55:00,           2023-02-10 12:55:00,      3.520000,     19.248000,          8.185000,                    88.680476,      0.902000
                1676052300,           2023-02-10 18:05:00,           2023-02-10 13:05:00,      3.520000,     19.240000,          8.194000,                    88.763704,      0.903000
                1676052900,           2023-02-10 18:15:00,           2023-02-10 13:15:00,      3.520000,     19.257000,          8.186000,                    88.707364,      0.902000
                1676053500,           2023-02-10 18:25:00,           2023-02-10 13:25:00,      3.520000,     19.324000,          8.156000,                    88.501355,      0.902000
                1676054100,           2023-02-10 18:35:00,           2023-02-10 13:35:00,      3.520000,     19.273000,          8.169000,                    88.551624,      0.902000
                1676054700,           2023-02-10 18:45:00,           2023-02-10 13:45:00,      3.520000,     19.240000,          8.191000,                    88.731206,      0.903000
